id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-001779,SIN-00509,Factura proforma,Si,Si,2023-10-20,No,OK
DOC-001780,SIN-00509,Informe pericial,Si,Si,2023-10-24,No,OK
DOC-001781,SIN-00510,Fotos del dano,Si,Si,2024-08-28,No,OK
DOC-001782,SIN-00510,Factura proforma,Si,Si,2024-09-08,No,OK
DOC-001783,SIN-00510,Informe pericial,Si,Si,2024-08-27,No,OK
DOC-001784,SIN-00511,Factura medica,Si,Si,2023-10-15,No,OK
DOC-001785,SIN-00511,Informe medico,Si,Si,2023-10-15,No,OK
DOC-001786,SIN-00511,Formulario siniestro,Si,Si,2023-10-02,No,OK
DOC-001787,SIN-00512,Denuncia fiscalia,Si,Si,2025-12-03,No,OK
DOC-001788,SIN-00512,Fotos del dano,Si,Si,2025-12-02,No,OK
DOC-001789,SIN-00512,Factura proforma,Si,Si,2025-12-13,No,OK
DOC-001790,SIN-00513,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-001791,SIN-00513,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001792,SIN-00513,Factura proforma,Si,Si,2026-04-09,No,OK
DOC-001793,SIN-00513,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-001794,SIN-00514,Denuncia fiscalia,Si,Si,2026-03-06,No,OK
DOC-001795,SIN-00514,Matricula,Si,Si,2026-03-02,No,OK
DOC-001796,SIN-00514,Llaves,Si,Si,2026-03-14,No,OK
DOC-001797,SIN-00514,Informe pericial,Si,Si,2026-03-11,No,OK
DOC-001798,SIN-00515,Parte policial,Si,Si,2024-10-26,No,OK
DOC-001799,SIN-00515,Fotos del dano,Si,Si,2024-10-20,No,OK
DOC-001800,SIN-00515,Factura proforma,Si,Si,2024-10-12,No,OK
DOC-001801,SIN-00515,Informe pericial,Si,Si,2024-10-11,No,OK
DOC-001802,SIN-00516,Fotos del dano,Si,Si,2026-02-21,No,OK
DOC-001803,SIN-00516,Factura proforma,Si,Si,2026-02-20,No,OK
DOC-001804,SIN-00516,Informe pericial,Si,Si,2026-02-16,No,OK
DOC-001805,SIN-00517,Parte policial,Si,Si,2025-05-09,No,OK
DOC-001806,SIN-00517,Datos tercero,Si,Si,2025-05-20,No,OK
DOC-001807,SIN-00517,Fotos del dano,Si,Si,2025-05-08,No,OK
DOC-001808,SIN-00517,Informe pericial,Si,Si,2025-05-14,No,OK
DOC-001809,SIN-00518,Denuncia fiscalia,Si,Si,2024-11-21,No,OK
DOC-001810,SIN-00518,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001811,SIN-00518,Factura proforma,Si,Si,2024-11-10,No,OK
DOC-001812,SIN-00519,Denuncia fiscalia,Si,Si,2024-07-23,No,OK
DOC-001813,SIN-00519,Inventario afectado,Si,Si,2024-07-24,No,OK
DOC-001814,SIN-00519,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-001815,SIN-00520,Fotos del dano,Si,Si,2023-03-13,No,OK
DOC-001816,SIN-00520,Factura proforma,Si,Si,2023-03-09,No,OK
DOC-001817,SIN-00520,Informe pericial,Si,Si,2023-03-02,No,OK
DOC-001818,SIN-00521,Parte policial,Si,Si,2024-06-15,No,OK
DOC-001819,SIN-00521,Datos tercero,Si,Si,2024-06-12,No,OK
DOC-001820,SIN-00521,Fotos del dano,Si,Si,2024-06-10,No,OK
DOC-001821,SIN-00521,Informe pericial,Si,Si,2024-06-19,No,OK
DOC-001822,SIN-00522,Parte policial,Si,Si,2024-07-22,No,OK
DOC-001823,SIN-00522,Datos tercero,Si,Si,2024-07-31,No,OK
DOC-001824,SIN-00522,Fotos del dano,Si,Si,2024-07-21,No,OK
DOC-001825,SIN-00522,Informe pericial,Si,Si,2024-07-27,No,OK
DOC-001826,SIN-00523,Fotos del dano,Si,Si,2024-05-01,No,OK
DOC-001827,SIN-00523,Factura proforma,Si,Si,2024-04-29,No,OK
DOC-001828,SIN-00523,Informe pericial,Si,Si,2024-05-04,No,OK
DOC-001829,SIN-00524,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001830,SIN-00524,Factura proforma,Si,Si,2026-02-07,No,OK
DOC-001831,SIN-00524,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-001832,SIN-00525,Fotos del dano,Si,Si,2026-03-06,No,OK
DOC-001833,SIN-00525,Factura proforma,Si,Si,2026-02-25,No,OK
DOC-001834,SIN-00526,Factura medica,No,No,,No,No entregado en expediente sintetico
DOC-001835,SIN-00526,Informe medico,Si,Si,2025-05-27,No,OK
DOC-001836,SIN-00526,Formulario siniestro,No,No,,No,No entregado en expediente sintetico
DOC-001837,SIN-00527,Parte policial,Si,Si,2026-01-12,No,OK
DOC-001838,SIN-00527,Fotos del dano,Si,Si,2026-01-04,No,OK
DOC-001839,SIN-00527,Factura proforma,Si,Si,2026-01-10,No,OK
DOC-001840,SIN-00527,Informe pericial,Si,Si,2026-01-09,No,OK
DOC-001841,SIN-00528,Parte policial,Si,Si,2023-05-28,No,OK
DOC-001842,SIN-00528,Datos tercero,Si,Si,2023-05-31,No,OK
DOC-001843,SIN-00528,Fotos del dano,Si,Si,2023-06-04,No,OK
DOC-001844,SIN-00528,Informe pericial,Si,Si,2023-05-21,No,OK
DOC-001845,SIN-00529,Parte policial,Si,Si,2025-06-22,No,OK
DOC-001846,SIN-00529,Datos tercero,Si,Si,2025-06-17,No,OK
DOC-001847,SIN-00529,Fotos del dano,Si,Si,2025-06-19,No,OK
DOC-001848,SIN-00529,Informe pericial,Si,Si,2025-06-23,No,OK
DOC-001849,SIN-00530,Fotos del dano,Si,Si,2024-04-12,No,OK
DOC-001850,SIN-00530,Factura proforma,Si,Si,2024-04-15,No,OK
DOC-001851,SIN-00530,Informe pericial,Si,Si,2024-04-18,No,OK
DOC-001852,SIN-00531,Fotos del dano,Si,Si,2025-06-05,No,OK
DOC-001853,SIN-00531,Factura proforma,Si,Si,2025-06-07,No,OK
DOC-001854,SIN-00532,Fotos del dano,Si,Si,2026-07-28,No,OK
DOC-001855,SIN-00532,Factura proforma,Si,Si,2026-07-28,No,OK
DOC-001856,SIN-00532,Informe pericial,Si,Si,2026-07-29,No,OK
DOC-001857,SIN-00533,Fotos del dano,Si,Si,2025-11-22,No,OK
DOC-001858,SIN-00533,Factura proforma,Si,Si,2025-11-13,No,OK
DOC-001859,SIN-00533,Informe pericial,Si,Si,2025-11-23,No,OK
DOC-001860,SIN-00534,Denuncia fiscalia,Si,Si,2024-06-26,No,OK
DOC-001861,SIN-00534,Matricula,Si,Si,2024-07-05,No,OK
DOC-001862,SIN-00534,Llaves,Si,Si,2024-07-05,No,OK
DOC-001863,SIN-00534,Informe pericial,Si,Si,2024-06-25,No,OK
DOC-001864,SIN-00535,Denuncia fiscalia,No,No,,No,No entregado en expediente sintetico
DOC-001865,SIN-00535,Fotos del dano,Si,Si,2023-10-27,No,OK
DOC-001866,SIN-00535,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-001867,SIN-00536,Denuncia fiscalia,Si,Si,2024-12-27,No,OK
DOC-001868,SIN-00536,Matricula,Si,Si,2025-01-03,No,OK
DOC-001869,SIN-00536,Llaves,Si,Si,2025-01-03,No,OK
DOC-001870,SIN-00536,Informe pericial,Si,Si,2024-12-24,No,OK
DOC-001871,SIN-00537,Parte policial,Si,Si,2024-01-16,No,OK
DOC-001872,SIN-00537,Fotos del dano,Si,No,2024-01-25,No,Documento ilegible
DOC-001873,SIN-00537,Factura proforma,Si,Si,2024-01-14,No,OK
DOC-001874,SIN-00537,Informe pericial,Si,Si,2024-01-25,No,OK
DOC-001875,SIN-00538,Parte policial,Si,Si,2025-09-29,No,OK
DOC-001876,SIN-00538,Datos tercero,Si,Si,2025-09-18,No,OK
DOC-001877,SIN-00538,Fotos del dano,Si,Si,2025-10-01,No,OK
DOC-001878,SIN-00538,Informe pericial,Si,Si,2025-09-30,No,OK
DOC-001879,SIN-00539,Denuncia fiscalia,Si,Si,2024-09-08,No,OK
DOC-001880,SIN-00539,Fotos del dano,Si,Si,2024-08-28,No,OK
DOC-001881,SIN-00539,Factura proforma,Si,Si,2024-09-07,No,OK
DOC-001882,SIN-00540,Informe bomberos,Si,Si,2025-04-08,No,OK
DOC-001883,SIN-00540,Fotos del dano,Si,Si,2025-04-20,No,OK
DOC-001884,SIN-00540,Factura proforma,Si,Si,2025-04-17,No,OK
DOC-001885,SIN-00541,Parte policial,Si,Si,2026-04-19,No,OK
DOC-001886,SIN-00541,Fotos del dano,Si,Si,2026-04-25,No,OK
DOC-001887,SIN-00541,Factura proforma,Si,Si,2026-04-28,No,OK
DOC-001888,SIN-00541,Informe pericial,Si,Si,2026-04-16,No,OK
DOC-001889,SIN-00542,Parte policial,Si,Si,2023-08-18,No,OK
DOC-001890,SIN-00542,Fotos del dano,Si,Si,2023-08-20,No,OK
DOC-001891,SIN-00542,Factura proforma,Si,Si,2023-08-19,No,OK
DOC-001892,SIN-00542,Informe pericial,Si,Si,2023-08-11,No,OK
DOC-001893,SIN-00543,Fotos del dano,Si,Si,2024-10-10,No,OK
DOC-001894,SIN-00543,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-001895,SIN-00543,Informe pericial,Si,No,2024-10-05,No,Documento ilegible
DOC-001896,SIN-00544,Parte policial,Si,Si,2026-03-19,No,OK
DOC-001897,SIN-00544,Fotos del dano,Si,Si,2026-03-21,No,OK
DOC-001898,SIN-00544,Factura proforma,Si,Si,2026-03-19,No,OK
DOC-001899,SIN-00544,Informe pericial,Si,Si,2026-03-11,No,OK
DOC-001900,SIN-00545,Parte policial,Si,No,2023-07-01,No,Documento ilegible
DOC-001901,SIN-00545,Fotos del dano,Si,Si,2023-06-30,No,OK
DOC-001902,SIN-00545,Factura proforma,Si,Si,2023-07-07,No,OK
DOC-001903,SIN-00545,Informe pericial,Si,Si,2023-06-28,No,OK
DOC-001904,SIN-00546,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-001905,SIN-00546,Datos tercero,Si,Si,2025-09-17,No,OK
DOC-001906,SIN-00546,Fotos del dano,Si,Si,2025-09-06,No,OK
DOC-001907,SIN-00546,Informe pericial,Si,Si,2025-09-12,No,OK
DOC-001908,SIN-00547,Fotos del dano,Si,Si,2025-06-17,No,OK
DOC-001909,SIN-00547,Factura proforma,Si,Si,2025-06-18,No,OK
DOC-001910,SIN-00548,Fotos del dano,Si,Si,2024-03-25,No,OK
DOC-001911,SIN-00548,Factura proforma,Si,Si,2024-03-17,No,OK
DOC-001912,SIN-00549,Fotos del dano,Si,Si,2023-12-09,No,OK
DOC-001913,SIN-00549,Factura proforma,Si,Si,2023-12-09,No,OK
DOC-001914,SIN-00549,Informe pericial,Si,Si,2023-12-15,No,OK
DOC-001915,SIN-00550,Factura medica,Si,Si,2025-06-18,No,OK
DOC-001916,SIN-00550,Informe medico,Si,Si,2025-06-26,No,OK
DOC-001917,SIN-00550,Parte policial,Si,Si,2025-06-19,No,OK
DOC-001918,SIN-00551,Denuncia fiscalia,Si,Si,2025-10-19,No,OK
DOC-001919,SIN-00551,Matricula,Si,Si,2025-10-26,No,OK
DOC-001920,SIN-00551,Llaves,No,No,,No,No entregado en expediente sintetico
DOC-001921,SIN-00551,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-001922,SIN-00552,Parte policial,Si,Si,2025-09-07,No,OK
DOC-001923,SIN-00552,Datos tercero,Si,Si,2025-09-01,No,OK
DOC-001924,SIN-00552,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001925,SIN-00552,Informe pericial,Si,Si,2025-09-04,No,OK
DOC-001926,SIN-00553,Denuncia fiscalia,Si,Si,2023-10-10,No,OK
DOC-001927,SIN-00553,Matricula,Si,Si,2023-10-09,No,OK
DOC-001928,SIN-00553,Llaves,Si,Si,2023-09-30,No,OK
DOC-001929,SIN-00553,Informe pericial,Si,Si,2023-09-28,No,OK
DOC-001930,SIN-00554,Parte policial,Si,Si,2023-12-18,No,OK
DOC-001931,SIN-00554,Fotos del dano,Si,Si,2023-12-11,No,OK
DOC-001932,SIN-00554,Factura proforma,Si,Si,2023-12-05,No,OK
DOC-001933,SIN-00554,Informe pericial,Si,Si,2023-12-19,No,OK
DOC-001934,SIN-00555,Parte policial,Si,Si,2024-11-09,No,OK
DOC-001935,SIN-00555,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001936,SIN-00555,Factura proforma,Si,Si,2024-11-19,No,OK
DOC-001937,SIN-00555,Informe pericial,Si,Si,2024-11-13,No,OK
DOC-001938,SIN-00556,Parte policial,Si,No,2023-12-30,No,Documento ilegible
DOC-001939,SIN-00556,Fotos del dano,Si,Si,2023-12-25,No,OK
DOC-001940,SIN-00556,Factura proforma,Si,Si,2023-12-25,No,OK
DOC-001941,SIN-00556,Informe pericial,Si,Si,2024-01-02,No,OK
DOC-001942,SIN-00557,Denuncia fiscalia,Si,Si,2025-03-31,No,OK
DOC-001943,SIN-00557,Matricula,Si,Si,2025-04-09,No,OK
DOC-001944,SIN-00557,Llaves,Si,Si,2025-04-07,No,OK
DOC-001945,SIN-00557,Informe pericial,Si,Si,2025-04-05,No,OK
DOC-001946,SIN-00558,Parte policial,Si,Si,2024-03-05,No,OK
DOC-001947,SIN-00558,Fotos del dano,Si,Si,2024-03-10,No,OK
DOC-001948,SIN-00558,Factura proforma,Si,Si,2024-03-05,No,OK
DOC-001949,SIN-00558,Informe pericial,Si,Si,2024-03-08,No,OK
DOC-001950,SIN-00559,Parte policial,Si,Si,2023-12-20,No,OK
DOC-001951,SIN-00559,Fotos del dano,Si,Si,2023-12-15,No,OK
DOC-001952,SIN-00559,Factura proforma,Si,Si,2023-12-23,No,OK
DOC-001953,SIN-00559,Informe pericial,Si,No,2023-12-14,No,Documento ilegible
DOC-001954,SIN-00560,Fotos del dano,Si,Si,2025-01-26,No,OK
DOC-001955,SIN-00560,Factura proforma,Si,Si,2025-01-21,No,OK
DOC-001956,SIN-00560,Informe pericial,Si,Si,2025-01-29,No,OK
DOC-001957,SIN-00561,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-001958,SIN-00561,Datos tercero,Si,Si,2025-05-24,No,OK
DOC-001959,SIN-00561,Fotos del dano,Si,Si,2025-05-25,No,OK
DOC-001960,SIN-00561,Informe pericial,Si,Si,2025-05-19,No,OK
DOC-001961,SIN-00562,Fotos del dano,Si,Si,2025-09-11,No,OK
DOC-001962,SIN-00562,Factura proforma,Si,Si,2025-09-02,No,OK
DOC-001963,SIN-00563,Parte policial,Si,Si,2023-09-21,No,OK
DOC-001964,SIN-00563,Fotos del dano,Si,Si,2023-09-22,No,OK
DOC-001965,SIN-00563,Factura proforma,Si,Si,2023-09-22,No,OK
DOC-001966,SIN-00563,Informe pericial,Si,Si,2023-10-02,No,OK
DOC-001967,SIN-00564,Fotos del dano,Si,Si,2025-07-09,No,OK
DOC-001968,SIN-00564,Factura proforma,Si,Si,2025-07-18,No,OK
DOC-001969,SIN-00564,Informe pericial,Si,Si,2025-07-11,No,OK
DOC-001970,SIN-00565,Fotos del dano,Si,Si,2025-08-07,No,OK
DOC-001971,SIN-00565,Factura proforma,Si,Si,2025-07-26,No,OK
DOC-001972,SIN-00566,Parte policial,Si,Si,2024-01-18,No,OK
DOC-001973,SIN-00566,Datos tercero,Si,Si,2024-01-17,No,OK
DOC-001974,SIN-00566,Fotos del dano,Si,Si,2024-01-24,No,OK
DOC-001975,SIN-00566,Informe pericial,Si,Si,2024-01-25,No,OK
DOC-001976,SIN-00567,Parte policial,Si,Si,2024-01-14,No,OK
DOC-001977,SIN-00567,Fotos del dano,Si,Si,2024-01-10,No,OK
DOC-001978,SIN-00567,Factura proforma,Si,Si,2024-01-13,No,OK
DOC-001979,SIN-00567,Informe pericial,Si,Si,2024-01-16,No,OK
DOC-001980,SIN-00568,Parte policial,Si,Si,2025-08-06,No,OK
DOC-001981,SIN-00568,Fotos del dano,Si,Si,2025-08-07,No,OK
DOC-001982,SIN-00568,Factura proforma,Si,Si,2025-08-07,No,OK
DOC-001983,SIN-00568,Informe pericial,Si,Si,2025-08-01,No,OK
DOC-001984,SIN-00569,Fotos del dano,Si,Si,2024-05-16,No,OK
DOC-001985,SIN-00569,Factura proforma,Si,Si,2024-05-21,No,OK
DOC-001986,SIN-00570,Fotos del dano,Si,Si,2023-04-28,No,OK
DOC-001987,SIN-00570,Factura proforma,Si,Si,2023-05-02,No,OK
DOC-001988,SIN-00571,Denuncia fiscalia,Si,Si,2024-10-10,No,OK
DOC-001989,SIN-00571,Matricula,Si,Si,2024-10-04,Si,Valor no coincide con factura
DOC-001990,SIN-00571,Llaves,No,No,,No,No entregado en expediente sintetico
DOC-001991,SIN-00571,Informe pericial,Si,Si,2024-10-08,Si,Fecha no coincide con evento
DOC-001992,SIN-00572,Denuncia fiscalia,Si,Si,2025-08-20,No,OK
DOC-001993,SIN-00572,Matricula,Si,Si,2025-08-22,No,OK
DOC-001994,SIN-00572,Llaves,No,No,,No,No entregado en expediente sintetico
DOC-001995,SIN-00572,Informe pericial,Si,Si,2025-08-24,No,OK
DOC-001996,SIN-00573,Denuncia fiscalia,Si,Si,2025-02-08,No,OK
DOC-001997,SIN-00573,Matricula,Si,Si,2025-02-18,No,OK
DOC-001998,SIN-00573,Llaves,Si,Si,2025-02-17,No,OK
DOC-001999,SIN-00573,Informe pericial,Si,Si,2025-02-04,No,OK
DOC-002000,SIN-00574,Parte policial,Si,Si,2026-03-05,No,OK
DOC-002001,SIN-00574,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-002002,SIN-00574,Fotos del dano,Si,Si,2026-03-05,No,OK
DOC-002003,SIN-00574,Informe pericial,Si,Si,2026-03-06,No,OK
DOC-002004,SIN-00575,Parte policial,Si,Si,2023-03-23,No,OK
DOC-002005,SIN-00575,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-002006,SIN-00575,Fotos del dano,Si,Si,2023-04-06,No,OK
DOC-002007,SIN-00575,Informe pericial,Si,Si,2023-04-06,No,OK
DOC-002008,SIN-00576,Parte policial,Si,Si,2024-12-28,No,OK
DOC-002009,SIN-00576,Datos tercero,Si,Si,2024-12-31,No,OK
DOC-002010,SIN-00576,Fotos del dano,Si,Si,2025-01-02,No,OK
DOC-002011,SIN-00576,Informe pericial,Si,Si,2024-12-26,No,OK
DOC-002012,SIN-00577,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002013,SIN-00577,Fotos del dano,Si,Si,2025-12-23,No,OK
DOC-002014,SIN-00577,Factura proforma,Si,Si,2025-12-19,No,OK
DOC-002015,SIN-00577,Informe pericial,Si,Si,2025-12-20,No,OK
DOC-002016,SIN-00578,Parte policial,Si,Si,2025-01-01,No,OK
DOC-002017,SIN-00578,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-002018,SIN-00578,Factura proforma,Si,Si,2024-12-28,No,OK
DOC-002019,SIN-00578,Informe pericial,Si,Si,2024-12-23,No,OK
DOC-002020,SIN-00579,Parte policial,Si,Si,2023-09-16,No,OK
DOC-002021,SIN-00579,Fotos del dano,Si,Si,2023-09-22,No,OK
DOC-002022,SIN-00579,Factura proforma,Si,Si,2023-09-17,No,OK
DOC-002023,SIN-00579,Informe pericial,Si,Si,2023-09-22,No,OK
DOC-002024,SIN-00580,Parte policial,Si,Si,2025-06-04,Si,Documento con alteracion simulada
DOC-002025,SIN-00580,Datos tercero,Si,Si,2025-06-24,No,OK
DOC-002026,SIN-00580,Fotos del dano,Si,Si,2025-06-14,No,OK
DOC-002027,SIN-00580,Informe pericial,Si,No,2025-06-06,Si,Documento ilegible
DOC-002028,SIN-00581,Parte policial,Si,Si,2025-08-27,No,OK
DOC-002029,SIN-00581,Datos tercero,Si,Si,2025-08-23,No,OK
DOC-002030,SIN-00581,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-002031,SIN-00581,Informe pericial,Si,Si,2025-08-25,No,OK
DOC-002032,SIN-00582,Parte policial,Si,Si,2024-01-31,No,OK
DOC-002033,SIN-00582,Fotos del dano,Si,Si,2024-01-23,No,OK
DOC-002034,SIN-00582,Factura proforma,Si,Si,2024-02-01,No,OK
DOC-002035,SIN-00582,Informe pericial,Si,Si,2024-01-25,No,OK
DOC-002036,SIN-00583,Parte policial,Si,Si,2025-12-12,No,OK
DOC-002037,SIN-00583,Fotos del dano,Si,Si,2025-12-20,No,OK
DOC-002038,SIN-00583,Factura proforma,Si,Si,2025-12-20,No,OK
DOC-002039,SIN-00583,Informe pericial,Si,Si,2025-12-17,No,OK
DOC-002040,SIN-00584,Parte policial,Si,Si,2024-11-23,No,OK
DOC-002041,SIN-00584,Fotos del dano,Si,Si,2024-11-26,No,OK
DOC-002042,SIN-00584,Factura proforma,Si,Si,2024-11-22,No,OK
DOC-002043,SIN-00584,Informe pericial,Si,Si,2024-11-20,No,OK
DOC-002044,SIN-00585,Denuncia fiscalia,Si,Si,2026-07-20,No,OK
DOC-002045,SIN-00585,Fotos del dano,Si,Si,2026-07-19,No,OK
DOC-002046,SIN-00585,Factura proforma,Si,Si,2026-07-21,No,OK
DOC-002047,SIN-00586,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002048,SIN-00586,Datos tercero,Si,Si,2023-07-05,No,OK
DOC-002049,SIN-00586,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-002050,SIN-00586,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-002051,SIN-00587,Denuncia fiscalia,Si,Si,2025-05-04,No,OK
DOC-002052,SIN-00587,Fotos del dano,Si,Si,2025-05-10,No,OK
DOC-002053,SIN-00587,Factura proforma,Si,Si,2025-04-28,No,OK
DOC-002054,SIN-00588,Parte policial,Si,Si,2024-10-06,No,OK
DOC-002055,SIN-00588,Datos tercero,Si,Si,2024-10-09,No,OK
DOC-002056,SIN-00588,Fotos del dano,Si,Si,2024-10-12,No,OK
DOC-002057,SIN-00588,Informe pericial,Si,Si,2024-10-13,No,OK
DOC-002058,SIN-00589,Denuncia fiscalia,Si,Si,2025-10-30,No,OK
DOC-002059,SIN-00589,Fotos del dano,Si,Si,2025-10-30,No,OK
DOC-002060,SIN-00589,Factura proforma,Si,Si,2025-10-26,No,OK
DOC-002061,SIN-00590,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002062,SIN-00590,Fotos del dano,Si,Si,2024-09-06,No,OK
DOC-002063,SIN-00590,Factura proforma,Si,Si,2024-08-28,No,OK
DOC-002064,SIN-00590,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-002065,SIN-00591,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002066,SIN-00591,Fotos del dano,Si,Si,2025-06-13,No,OK
DOC-002067,SIN-00591,Factura proforma,Si,Si,2025-06-07,No,OK
DOC-002068,SIN-00591,Informe pericial,Si,Si,2025-06-08,No,OK
DOC-002069,SIN-00592,Parte policial,Si,Si,2024-05-16,No,OK
DOC-002070,SIN-00592,Datos tercero,Si,Si,2024-05-22,No,OK
DOC-002071,SIN-00592,Fotos del dano,Si,Si,2024-05-21,No,OK
DOC-002072,SIN-00592,Informe pericial,Si,Si,2024-05-17,No,OK
DOC-002073,SIN-00593,Parte policial,Si,Si,2025-08-30,No,OK
DOC-002074,SIN-00593,Datos tercero,Si,Si,2025-08-31,No,OK
DOC-002075,SIN-00593,Fotos del dano,Si,Si,2025-09-01,No,OK
DOC-002076,SIN-00593,Informe pericial,Si,Si,2025-08-27,No,OK
DOC-002077,SIN-00594,Fotos del dano,Si,Si,2026-03-27,No,OK
DOC-002078,SIN-00594,Factura proforma,Si,Si,2026-03-17,No,OK
DOC-002079,SIN-00594,Informe pericial,Si,Si,2026-03-20,No,OK
DOC-002080,SIN-00595,Informe bomberos,Si,Si,2026-01-18,No,OK
DOC-002081,SIN-00595,Fotos del dano,Si,Si,2026-01-16,No,OK
DOC-002082,SIN-00595,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-002083,SIN-00596,Factura medica,No,No,,No,No entregado en expediente sintetico
DOC-002084,SIN-00596,Informe medico,Si,Si,2025-01-10,Si,Fecha no coincide con evento
DOC-002085,SIN-00596,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002086,SIN-00597,Factura medica,Si,Si,2024-03-24,No,OK
DOC-002087,SIN-00597,Informe medico,Si,Si,2024-03-30,No,OK
DOC-002088,SIN-00597,Formulario siniestro,Si,Si,2024-03-30,No,OK
DOC-002089,SIN-00598,Denuncia fiscalia,Si,Si,2025-11-12,No,OK
DOC-002090,SIN-00598,Inventario afectado,Si,Si,2025-11-01,No,OK
DOC-002091,SIN-00598,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-002092,SIN-00599,Parte policial,Si,Si,2025-04-24,No,OK
DOC-002093,SIN-00599,Fotos del dano,Si,Si,2025-04-23,Si,Valor no coincide con factura
DOC-002094,SIN-00599,Factura proforma,Si,Si,2025-04-21,No,OK
DOC-002095,SIN-00599,Informe pericial,Si,Si,2025-04-19,Si,Documento con alteracion simulada
DOC-002096,SIN-00600,Parte policial,Si,Si,2025-01-26,No,OK
DOC-002097,SIN-00600,Datos tercero,Si,Si,2025-01-17,No,OK
DOC-002098,SIN-00600,Fotos del dano,Si,Si,2025-01-23,No,OK
DOC-002099,SIN-00600,Informe pericial,Si,Si,2025-01-22,No,OK
DOC-002100,SIN-00601,Fotos del dano,Si,Si,2025-05-12,No,OK
DOC-002101,SIN-00601,Factura proforma,Si,Si,2025-05-12,No,OK
DOC-002102,SIN-00601,Informe pericial,Si,Si,2025-05-09,No,OK
DOC-002103,SIN-00602,Fotos del dano,Si,Si,2023-10-22,No,OK
DOC-002104,SIN-00602,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-002105,SIN-00602,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-002106,SIN-00603,Fotos del dano,Si,Si,2025-02-12,No,OK
DOC-002107,SIN-00603,Factura proforma,Si,Si,2025-02-06,No,OK
DOC-002108,SIN-00603,Informe pericial,Si,Si,2025-02-08,No,OK
DOC-002109,SIN-00604,Factura medica,Si,Si,2024-03-24,No,OK
DOC-002110,SIN-00604,Informe medico,Si,Si,2024-03-22,No,OK
DOC-002111,SIN-00604,Parte policial,Si,Si,2024-03-12,Si,Fecha no coincide con evento
DOC-002112,SIN-00605,Parte policial,Si,Si,2023-09-14,No,OK
DOC-002113,SIN-00605,Datos tercero,Si,Si,2023-09-11,No,OK
DOC-002114,SIN-00605,Fotos del dano,Si,Si,2023-09-07,No,OK
DOC-002115,SIN-00605,Informe pericial,Si,Si,2023-09-12,No,OK
DOC-002116,SIN-00606,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-002117,SIN-00606,Fotos del dano,Si,Si,2025-09-15,No,OK
DOC-002118,SIN-00606,Factura proforma,Si,Si,2025-09-07,No,OK
DOC-002119,SIN-00606,Informe pericial,Si,Si,2025-09-07,No,OK
DOC-002120,SIN-00607,Denuncia fiscalia,Si,Si,2023-08-31,No,OK
DOC-002121,SIN-00607,Matricula,Si,Si,2023-08-27,No,OK
DOC-002122,SIN-00607,Llaves,Si,Si,2023-08-31,No,OK
DOC-002123,SIN-00607,Informe pericial,Si,Si,2023-08-25,No,OK
DOC-002124,SIN-00608,Fotos del dano,Si,Si,2024-01-31,No,OK
DOC-002125,SIN-00608,Factura proforma,Si,Si,2024-02-02,No,OK
DOC-002126,SIN-00608,Informe pericial,Si,Si,2024-02-03,No,OK
DOC-002127,SIN-00609,Denuncia fiscalia,Si,Si,2023-11-16,No,OK
DOC-002128,SIN-00609,Inventario afectado,No,No,,No,No entregado en expediente sintetico
DOC-002129,SIN-00609,Factura proforma,No,No,,No,No entregado en expediente sintetico
