id_vehiculo,placa_hash,marca,modelo,anio,chasis_hash,motor_hash,ciudad,uso
VEH-00374,PLC-4NM444NG,Hyundai,Santa Fe,2025,CHS-LY98EJI6JE46,MTR-EKP0XOQ0D1,Santo Domingo,Particular
VEH-00375,PLC-XZ2OI460,Great Wall,Wingle,2017,CHS-KP7S5E1B0E9F,MTR-JCXRZR3VT8,Quito,Particular
VEH-00376,PLC-9I4VF5V8,Suzuki,Swift,2020,CHS-7EQRRS6OUUPM,MTR-WTMV70RQ1M,Santo Domingo,Comercial
VEH-00377,PLC-X89UN37L,Hyundai,Santa Fe,2017,CHS-HSPNVL5XPZ4R,MTR-38VJQEQHY9,Santo Domingo,Carga liviana
VEH-00378,PLC-39R60MRD,Toyota,Fortuner,2025,CHS-15G41YUHILHX,MTR-DCERG98RIG,Quito,Taxi/Ride-hailing
VEH-00379,PLC-DAHVRS1P,Toyota,Hilux,2024,CHS-OOR9WPJB9UOK,MTR-YN8BKFR5HG,Cuenca,Particular
VEH-00380,PLC-LORGAPT1,Toyota,Rav4,2022,CHS-Y2NOGF022JYY,MTR-B8RN517VUB,Guayaquil,Particular
VEH-00381,PLC-EYKZNNUW,Suzuki,Vitara,2020,CHS-ZRPSOY4BPE2B,MTR-YWXYB5121F,Guayaquil,Particular
VEH-00382,PLC-Q4KKO77M,Nissan,Frontier,2025,CHS-CYXDOFKF9DQF,MTR-7Q2JSJ1RLO,Quito,Particular
VEH-00383,PLC-DLS941KP,Kia,Sportage,2024,CHS-BMEEGRL8H39X,MTR-LJ8LPAUKR6,Quito,Comercial
VEH-00384,PLC-D4JIPXR3,Chevrolet,Captiva,2017,CHS-P3LHPKCEYIAS,MTR-375Z98Z737,Guayaquil,Particular
VEH-00385,PLC-0K65ICNE,Great Wall,Haval H6,2021,CHS-XTH0YYTXBU5M,MTR-BN1J2ITZPJ,Guayaquil,Particular
VEH-00386,PLC-33XN3I0D,Suzuki,Swift,2021,CHS-PJGSXDW3Y1ES,MTR-W694C4EWVM,Quito,Particular
VEH-00387,PLC-9RDB6N7X,Chevrolet,Sail,2017,CHS-B2ZV3WUSXD7H,MTR-2516C96EJY,Guayaquil,Particular
VEH-00388,PLC-MFYRZOCC,Nissan,Versa,2017,CHS-TAIM0M0J19QN,MTR-AEKCQ4EO3K,Cuenca,Taxi/Ride-hailing
VEH-00389,PLC-VX4Q99VU,Kia,Seltos,2024,CHS-7J7RPOB14RV6,MTR-T5ZDTQGJ9O,Guayaquil,Comercial
VEH-00390,PLC-G86X0Z0V,Toyota,Rav4,2025,CHS-TFPK4EUD1Z1J,MTR-04BVXHTP55,Quito,Taxi/Ride-hailing
VEH-00391,PLC-PSPKVKUY,Toyota,Rav4,2020,CHS-FGFFAJ815FJD,MTR-A4LCISXWFC,Guayaquil,Particular
VEH-00392,PLC-FCAMKZ5G,Kia,Rio,2025,CHS-RS7ESIE3QK6G,MTR-5OSCZVK42W,Quito,Carga liviana
VEH-00393,PLC-PTUNP3JJ,Great Wall,Haval H6,2024,CHS-CFDHJG2IJESV,MTR-UP410H9TN4,Quito,Particular
VEH-00394,PLC-DCQYL53Z,Great Wall,Wingle,2019,CHS-U2IU1ULAKQ0F,MTR-5VJCIP65RM,Guayaquil,Particular
VEH-00395,PLC-XVAG46MN,Chevrolet,D-Max,2023,CHS-JV6R7Z7M1C39,MTR-S83CSVB0E4,Guayaquil,Comercial
VEH-00396,PLC-O2QTCOQZ,Suzuki,Vitara,2025,CHS-QA7OCO2PZA1D,MTR-ER880B6TD5,Guayaquil,Carga liviana
VEH-00397,PLC-Y9VL8MA1,Nissan,Versa,2024,CHS-FVP4BGIQKSQ0,MTR-K1NKXGST89,Quito,Particular
VEH-00398,PLC-APERLH2V,Hyundai,Tucson,2024,CHS-H6836H4RFWFW,MTR-LYM8QBFEKJ,Quito,Particular
VEH-00399,PLC-WBVY1G6Z,Toyota,Rav4,2025,CHS-NKM4EO593YUX,MTR-MCC2MAWBXV,Guayaquil,Particular
VEH-00400,PLC-G79HI459,Mazda,CX-5,2016,CHS-9VHCUPT81SCG,MTR-DTIQYJRV0E,Manta,Carga liviana
VEH-00401,PLC-0BBSULFI,Suzuki,Swift,2023,CHS-7GXHGQVUHLNF,MTR-ODRT98F98T,Guayaquil,Taxi/Ride-hailing
VEH-00402,PLC-CT0FVRDI,Kia,Seltos,2023,CHS-EGAG4C4XZ8GQ,MTR-K9PFVKLGB4,Cuenca,Particular
VEH-00403,PLC-A7RM59PD,Hyundai,Accent,2025,CHS-1NYM7SWIZ0SR,MTR-PH0Q5AHZMQ,Cuenca,Particular
VEH-00404,PLC-COPCEZIN,Kia,Sportage,2016,CHS-RHANHA0GVN2J,MTR-JHXU0Y7R2M,Guayaquil,Comercial
VEH-00405,PLC-P55R1DQA,Great Wall,Haval H6,2017,CHS-13KDD37SN0HS,MTR-JSRL1A47E3,Quito,Particular
VEH-00406,PLC-R4YRK4O2,Suzuki,Vitara,2023,CHS-IBP5YO96JHRX,MTR-7QGR7TZBEG,Cuenca,Particular
VEH-00407,PLC-7AJBU90V,Toyota,Corolla,2022,CHS-A4MLGT1QRMZW,MTR-GY4MPUCVW4,Quito,Comercial
VEH-00408,PLC-9BEGIO0C,Suzuki,Vitara,2020,CHS-N308EG92IONN,MTR-XGCQA0HR2N,Guayaquil,Particular
VEH-00409,PLC-8PC4R8KA,Kia,Rio,2024,CHS-5N0VGF6ORA1W,MTR-W29KBGBRML,Machala,Comercial
VEH-00410,PLC-NMIS3D2O,Chevrolet,Aveo,2018,CHS-ICHNXT1JEK4Y,MTR-AKXC8L0GFK,Quito,Particular
VEH-00411,PLC-KR797V2K,Kia,Seltos,2018,CHS-8N21L2RUQNBM,MTR-ZSY83FHIDO,Quito,Particular
VEH-00412,PLC-ID7L8OIP,Kia,Seltos,2020,CHS-D68EP89FV78F,MTR-QQV9ILC15N,Guayaquil,Particular
VEH-00413,PLC-E18FU3KR,Kia,Sportage,2022,CHS-VBCABBBFUKFF,MTR-M4G28XDBJW,Ambato,Particular
VEH-00414,PLC-F8J84S57,Nissan,Frontier,2018,CHS-EJLS6CUY4C61,MTR-3BCDAQPYWV,Cuenca,Particular
VEH-00415,PLC-YHP0JR6O,Nissan,X-Trail,2017,CHS-UXDXTKYC9C4D,MTR-0NP093WB7L,Cuenca,Particular
VEH-00416,PLC-Q7H97AQQ,Chevrolet,Sail,2024,CHS-L945P7MYM7EZ,MTR-RPJEJZSK7T,Quito,Particular
VEH-00417,PLC-IX71NGTQ,Toyota,Rav4,2023,CHS-F3CYSYKWXSCL,MTR-ZOXV8LSMBF,Quito,Particular
VEH-00418,PLC-76BOGXP9,Nissan,Frontier,2021,CHS-67LRVI3DVCSD,MTR-SPNNNWM7QU,Quito,Taxi/Ride-hailing
VEH-00419,PLC-FG373H8D,Toyota,Corolla,2024,CHS-MPFM5NIZUOC0,MTR-CEF65UYG36,Quito,Comercial
VEH-00420,PLC-NBBGV0H9,Chevrolet,Sail,2025,CHS-I7APYV45QSH0,MTR-ANZXWIDETE,Ambato,Comercial
