id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion
SIN-00480,POL-00267,ASEG-00345,,,PROV-0042,Hogar,Robo Domiciliario,2025-08-27,2025-08-29,31040,24360,0,Pago Total,Guayaquil Centro,Guayaquil,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0042,28,337,2,1,0,0,0,Lateral,21,No,Si,Residencial,Neblina,No,No,,0.17,0,medio
SIN-00481,POL-00228,ASEG-00325,VEH-00133,COND-00221,PROV-0005,Vehiculos,Robo Total,2025-08-19,2025-08-21,6970,7790,4180,Negativa,Santo Domingo,Santo Domingo,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0005,33,332,2,1,1,0,0,Robo,10,No,No,Perimetral,Lluvia,No,No,,0.34,0,normal
SIN-00482,POL-00147,ASEG-00246,VEH-00126,COND-00168,PROV-0053,Vehiculos,Danos Propios,2025-02-21,2025-02-24,10910,8520,10910,Pago Total,Quito Centro,Quito,Reporto robo del vehiculo ocurrido cerca del fin de la poliza con denuncia tardia.,Si,PROV-0053,112,253,3,3,4,1,1,Posterior,21,No,Si,Interprovincial,Noche lluvia,Si,No,CLON-03,0.8,1,medio
SIN-00483,POL-00396,ASEG-00334,,,PROV-0052,Accidentes Personales,Accidente Personal,2024-06-13,2024-06-21,5830,5260,5830,Liquidado,Cuenca,Cuenca,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0052,4,361,8,2,0,0,0,Posterior,8,Si,No aplica,Residencial,Neblina,No,No,,0.24,1,medio
SIN-00484,POL-00089,ASEG-00047,VEH-00323,COND-00118,PROV-0045,Vehiculos,Danos Propios,2025-05-07,2025-05-08,3690,4200,0,Liquidado,Guayaquil Sur,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0045,184,181,1,0,3,1,0,Posterior,23,Si,No,Parqueadero,Noche seca,No,No,,0.31,0,normal
SIN-00485,POL-00254,ASEG-00162,VEH-00049,COND-00324,PROV-0008,Vehiculos,Choque,2024-08-03,2024-08-06,6050,7070,0,Reserva,Quito Norte,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0008,313,52,3,3,1,1,0,Posterior,0,No,Si,Parqueadero,Lluvia,No,No,,0.29,0,normal
SIN-00486,POL-00299,ASEG-00054,VEH-00305,COND-00394,PROV-0053,Vehiculos,Choque,2023-05-15,2023-05-17,1070,1310,1070,Negativa,Cuenca,Cuenca,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0053,33,332,2,1,1,0,0,Frontal,3,Si,No,Parqueadero,Neblina,No,No,,0.19,0,normal
SIN-00487,POL-00015,ASEG-00113,VEH-00405,COND-00004,PROV-0037,Vehiculos,Robo Parcial,2024-12-11,2024-12-13,2290,2160,1830,Pago Parcial,Quito Norte,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0037,33,332,2,0,0,1,0,Robo,5,No aplica,No aplica,Parqueadero,Despejado,No,No,,0.53,0,normal
SIN-00488,POL-00075,ASEG-00290,VEH-00079,COND-00161,PROV-0060,Vehiculos,Choque,2024-07-07,2024-07-10,3890,4630,0,Anticipo,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0060,176,189,3,1,1,1,0,Frontal,4,Si,Si,Residencial,Despejado,No,No,,0.47,0,normal
SIN-00489,POL-00207,ASEG-00293,VEH-00179,COND-00145,PROV-0060,Vehiculos,Choque,2023-12-14,2023-12-15,2940,2420,1760,Pago Total,Quito Norte,Quito,Me chocaron saliendo del parqueadero y el otro vehiculo huyo sin dejar datos.,Si,PROV-0060,89,276,1,0,0,0,0,Posterior,14,Si,No,Residencial,Neblina,No,No,CLON-01,0.83,1,medio
SIN-00490,POL-00170,ASEG-00284,VEH-00401,COND-00271,PROV-0011,Vehiculos,Responsabilidad Civil,2025-02-08,2025-02-09,7500,7570,6000,Reserva,Guayaquil Norte,Guayaquil,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0011,141,224,1,2,1,0,0,Multiple,19,Si,Si,Urbana,Lluvia,No,No,,0.2,0,medio
SIN-00491,POL-00307,ASEG-00021,,,PROV-0020,Accidentes Personales,Accidente Personal,2023-10-18,2023-10-19,1850,1630,0,Cierre Sin Consecuencia,Guayaquil Norte,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,No,PROV-0020,73,292,1,0,0,0,0,Estacionado,2,Si,Si,Urbana,Noche lluvia,No,No,,0.5,0,normal
SIN-00492,POL-00328,ASEG-00281,VEH-00206,COND-00084,PROV-0047,Vehiculos,Cristales,2024-08-17,2024-08-18,650,740,390,Cierre Sin Consecuencia,Quito Centro,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0047,311,54,1,6,6,1,1,Multiple,17,No,Si,Interprovincial,Noche lluvia,No,No,,0.26,0,normal
SIN-00493,POL-00336,ASEG-00055,VEH-00217,COND-00368,PROV-0004,Vehiculos,Cristales,2024-09-29,2024-09-29,200,200,160,Reserva,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0004,34,331,0,3,0,0,0,Lateral,3,No,No,Perimetral,Neblina,No,No,,0.29,0,normal
SIN-00494,POL-00201,ASEG-00045,VEH-00377,COND-00436,PROV-0006,Vehiculos,Choque,2025-09-29,2025-10-01,2320,2850,1390,Anticipo,Manta,Manta,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0006,227,138,2,3,6,0,0,Volcadura,20,No,Si,Interprovincial,Noche lluvia,No,No,,0.39,0,normal
SIN-00495,POL-00451,ASEG-00098,VEH-00153,COND-00291,PROV-0007,Vehiculos,Responsabilidad Civil,2025-05-05,2025-05-09,2430,2380,1460,Liquidado,Ambato,Ambato,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0007,254,111,4,1,4,1,0,Posterior,9,Si,Si,Urbana,Neblina,No,Si,,0.48,0,normal
SIN-00496,POL-00344,ASEG-00167,VEH-00056,COND-00358,PROV-0005,Vehiculos,Responsabilidad Civil,2024-11-15,2024-11-17,3030,2340,3030,Pago Parcial,Loja,Loja,Fui impactado al salir del parqueadero y el tercero huyo sin entregar informacion.,Si,PROV-0005,236,129,2,3,1,0,1,Posterior,2,No aplica,No,Interprovincial,Neblina,No,No,CLON-01,0.74,0,medio
SIN-00497,POL-00451,ASEG-00098,VEH-00153,COND-00070,PROV-0039,Vehiculos,Choque,2024-09-02,2024-09-12,6340,3980,2540,Cierre Sin Consecuencia,Ambato,Ambato,El robo total ocurrio dias antes del vencimiento y la denuncia fue posterior.,Si,PROV-0039,9,356,10,0,3,2,0,Frontal,14,No,No,Perimetral,Noche lluvia,No,No,CLON-03,0.88,1,alto
SIN-00498,POL-00434,ASEG-00318,VEH-00066,COND-00101,PROV-0051,Vehiculos,Responsabilidad Civil,2026-02-28,2026-03-01,3240,3630,1300,Pago Total,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0051,301,64,1,0,0,2,0,Estacionado,11,Si,Si,Perimetral,Noche seca,No,No,,0.12,0,normal
SIN-00499,POL-00232,ASEG-00233,,,PROV-0001,Accidentes Personales,Accidente Personal,2023-07-14,2023-07-18,6100,5400,0,Liquidado,Guayaquil Sur,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0001,151,214,4,0,0,0,0,Posterior,1,Si,No,Interprovincial,Lluvia,No,No,,0.52,0,normal
SIN-00500,POL-00430,ASEG-00348,,,PROV-0052,Generales,Accidente Personal,2025-04-08,2025-04-12,1080,810,0,Pago Parcial,Quito Centro,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0052,9,356,4,0,0,0,0,Frontal,4,No,No,Interprovincial,Noche seca,Si,No,,0.07,1,alto
SIN-00501,POL-00113,ASEG-00026,,,PROV-0046,Accidentes Personales,Accidente Personal,2024-02-06,2024-02-06,3250,3860,1950,Reserva,Quito Centro,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0046,218,147,0,1,0,0,0,Volcadura,9,Si,No,Perimetral,Noche lluvia,No,No,,0.13,0,normal
SIN-00502,POL-00508,ASEG-00307,VEH-00362,COND-00192,PROV-0056,Vehiculos,Danos Propios,2023-06-11,2023-06-12,980,1080,590,Cierre Sin Consecuencia,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0056,91,274,1,1,1,1,1,Estacionado,15,No,Si,Residencial,Lluvia,No,No,,0.12,0,normal
SIN-00503,POL-00202,ASEG-00108,VEH-00417,COND-00040,PROV-0039,Vehiculos,Choque,2024-07-24,2024-07-27,4380,3840,1750,Reserva,Santo Domingo,Santo Domingo,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0039,44,321,3,0,5,0,0,Robo,9,Si,Si,Parqueadero,Noche lluvia,No,No,,0.16,0,normal
SIN-00504,POL-00028,ASEG-00245,VEH-00084,COND-00194,PROV-0044,Vehiculos,Responsabilidad Civil,2024-08-28,2024-08-29,3180,3800,0,Liquidado,Santo Domingo,Santo Domingo,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0044,242,123,1,3,4,3,0,Posterior,0,Si,No aplica,Interprovincial,Despejado,No,No,,0.24,0,normal
SIN-00505,POL-00196,ASEG-00100,VEH-00064,COND-00042,PROV-0047,Vehiculos,Cristales,2026-01-10,2026-01-10,250,290,100,Reserva,Santo Domingo,Santo Domingo,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0047,243,122,0,3,4,0,0,Lateral,3,No aplica,Si,Parqueadero,Noche lluvia,No,No,,0.18,0,normal
SIN-00506,POL-00390,ASEG-00294,VEH-00131,COND-00317,PROV-0023,Vehiculos,Choque,2023-10-12,2023-10-13,540,650,0,Reserva,Quito Sur,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0023,262,103,1,4,3,0,1,Posterior,20,Si,No aplica,Interprovincial,Noche lluvia,No,No,,0.25,0,normal
SIN-00507,POL-00330,ASEG-00091,VEH-00030,COND-00379,PROV-0059,Vehiculos,Choque,2025-07-17,2025-07-18,8690,9120,6950,Cierre Sin Consecuencia,Quito Sur,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0059,170,195,1,4,1,0,0,Lateral,0,Si,No,Perimetral,Noche seca,No,No,,0.54,0,normal
SIN-00508,POL-00017,ASEG-00008,,,PROV-0020,Accidentes Personales,Accidente Personal,2024-05-24,2024-05-25,1050,1290,1050,Liquidado,Quito Centro,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0020,271,94,1,1,0,0,0,Posterior,8,No,Si,Residencial,Neblina,No,No,,0.4,0,normal
SIN-00509,POL-00420,ASEG-00154,VEH-00270,COND-00317,PROV-0032,Vehiculos,Choque,2023-10-16,2023-10-18,13500,13050,10800,Pago Parcial,Quito Centro,Quito,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0032,227,138,2,3,1,1,1,Frontal,16,Si,No,Perimetral,Neblina,No,No,,0.35,0,medio
SIN-00510,POL-00301,ASEG-00054,VEH-00323,COND-00032,PROV-0014,Vehiculos,Danos Propios,2024-08-28,2024-08-29,5030,5510,3020,Liquidado,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0014,287,78,1,5,2,1,1,Lateral,14,No,No aplica,Interprovincial,Noche seca,No,No,,0.45,0,normal
SIN-00511,POL-00498,ASEG-00176,,,PROV-0018,Accidentes Personales,Accidente Personal,2023-10-05,2023-10-08,5670,4570,2270,Pago Parcial,Quito Norte,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0018,160,205,3,5,0,0,2,Lateral,18,No,Si,Perimetral,Noche lluvia,No,No,,0.5,0,medio
SIN-00512,POL-00439,ASEG-00035,VEH-00149,COND-00168,PROV-0056,Vehiculos,Robo Parcial,2025-12-04,2025-12-04,5840,5630,5840,Pago Total,Guayaquil Centro,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0056,113,252,0,0,0,1,0,Robo,21,Si,Si,Urbana,Lluvia,No,No,,0.24,0,normal
SIN-00513,POL-00425,ASEG-00329,VEH-00130,COND-00289,PROV-0058,Vehiculos,Choque,2026-04-01,2026-04-02,2670,2690,1070,Reserva,Machala,Machala,Atencion medica por accidente de transito con factura y formulario completo.,No,PROV-0058,194,171,1,1,3,1,1,Posterior,7,Si,No,Urbana,Noche lluvia,No,No,,0.17,0,normal
SIN-00514,POL-00023,ASEG-00064,VEH-00268,COND-00204,PROV-0021,Vehiculos,Perdida Total por Robo,2026-03-03,2026-03-03,27810,28710,22250,Reserva,Manta,Manta,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0021,156,209,0,2,3,1,0,Robo,20,Si,No,Urbana,Noche lluvia,No,No,,0.06,0,normal
SIN-00515,POL-00088,ASEG-00279,VEH-00216,COND-00412,PROV-0043,Vehiculos,Choque,2024-10-14,2024-10-14,16510,15600,0,Reserva,Guayaquil Sur,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0043,227,138,0,2,2,2,0,Frontal,20,Si,No,Residencial,Lluvia,No,No,,0.46,0,normal
SIN-00516,POL-00483,ASEG-00079,VEH-00388,COND-00467,PROV-0040,Vehiculos,Danos Propios,2026-02-19,2026-02-21,1480,1800,1190,Pago Total,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0040,314,51,2,0,0,2,0,Lateral,14,No,No,Interprovincial,Neblina,No,No,,0.39,0,normal
SIN-00517,POL-00060,ASEG-00013,VEH-00355,COND-00107,PROV-0029,Vehiculos,Responsabilidad Civil,2025-05-08,2025-05-12,6980,6450,2790,Pago Parcial,Santo Domingo,Santo Domingo,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0029,159,206,4,1,2,2,0,Frontal,1,Si,No,Perimetral,Lluvia,No,No,,0.49,0,normal
SIN-00518,POL-00194,ASEG-00225,VEH-00271,COND-00335,PROV-0034,Vehiculos,Robo Parcial,2024-11-09,2024-11-09,5390,5930,3230,Pago Total,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0034,73,292,0,0,4,1,0,Robo,0,Si,Si,Urbana,Neblina,No,No,,0.33,1,normal
SIN-00519,POL-00127,ASEG-00294,,,PROV-0030,Hogar,Robo Domiciliario,2024-07-18,2024-07-19,3130,3660,2500,Reserva,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0030,183,182,1,9,0,0,3,Volcadura,14,No,No,Residencial,Neblina,No,No,,0.15,0,normal
SIN-00520,POL-00173,ASEG-00150,VEH-00398,COND-00177,PROV-0011,Vehiculos,Danos Propios,2023-03-03,2023-03-04,8670,7920,6940,Pago Parcial,Quito Sur,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0011,4,361,1,0,0,0,0,Volcadura,22,Si,No aplica,Urbana,Noche lluvia,No,No,,0.27,0,medio
SIN-00521,POL-00404,ASEG-00294,VEH-00213,COND-00337,PROV-0005,Vehiculos,Responsabilidad Civil,2024-06-11,2024-06-18,6730,7910,0,Pago Parcial,Manta,Manta,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0005,181,184,7,8,6,0,2,Posterior,4,No aplica,No aplica,Urbana,Despejado,No,No,,0.24,0,normal
SIN-00522,POL-00482,ASEG-00053,VEH-00416,COND-00391,PROV-0006,Vehiculos,Responsabilidad Civil,2024-07-19,2024-07-21,1230,1110,990,Reserva,Quito Sur,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0006,280,85,2,3,3,1,0,Posterior,4,No,No aplica,Interprovincial,Despejado,No,No,,0.5,0,normal
SIN-00523,POL-00034,ASEG-00234,VEH-00236,COND-00425,PROV-0019,Vehiculos,Danos Propios,2024-04-25,2024-04-26,6100,5890,0,Reserva,Machala,Machala,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0019,284,81,1,2,2,1,2,Lateral,4,No,No,Interprovincial,Neblina,No,No,,0.47,0,normal
SIN-00524,POL-00515,ASEG-00105,VEH-00231,COND-00365,PROV-0009,Vehiculos,Danos Propios,2026-01-28,2026-02-01,3050,3140,1830,Pago Total,Machala,Machala,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,No,PROV-0009,134,231,4,2,2,1,0,Posterior,12,Si,No,Parqueadero,Noche seca,No,No,,0.24,0,normal
SIN-00525,POL-00432,ASEG-00207,VEH-00414,COND-00213,PROV-0047,Vehiculos,Cristales,2026-02-26,2026-03-04,670,670,270,Pago Total,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0047,317,48,6,1,2,1,0,Posterior,11,Si,No,Perimetral,Lluvia,No,No,,0.12,0,normal
SIN-00526,POL-00381,ASEG-00243,,,PROV-0001,Accidentes Personales,Accidente Personal,2025-05-19,2025-05-20,1640,1620,660,Pago Parcial,Guayaquil Centro,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,No,PROV-0001,69,296,1,1,0,0,1,Estacionado,14,No,No aplica,Residencial,Noche seca,No,No,,0.5,0,normal
SIN-00527,POL-00520,ASEG-00206,VEH-00068,COND-00322,PROV-0055,Vehiculos,Choque,2026-01-02,2026-01-05,3310,3760,2640,Reserva,Guayaquil Centro,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0055,240,125,3,2,2,0,1,Posterior,5,Si,No,Urbana,Lluvia,No,No,,0.24,0,normal
SIN-00528,POL-00416,ASEG-00331,VEH-00271,COND-00301,PROV-0034,Vehiculos,Responsabilidad Civil,2023-05-23,2023-05-23,3820,3590,3820,Reserva,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0034,36,329,0,1,1,0,0,Estacionado,11,No,Si,Perimetral,Neblina,No,No,,0.4,0,normal
SIN-00529,POL-00212,ASEG-00252,VEH-00276,COND-00329,PROV-0026,Vehiculos,Responsabilidad Civil,2025-06-19,2025-06-20,5540,6150,5540,Pago Total,Guayaquil Norte,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0026,211,154,1,2,1,0,0,Estacionado,22,Si,No aplica,Residencial,Lluvia,No,No,,0.53,0,normal
SIN-00530,POL-00312,ASEG-00046,VEH-00165,COND-00443,PROV-0039,Vehiculos,Danos Propios,2024-04-07,2024-04-08,2890,2330,2310,Anticipo,Guayaquil Centro,Guayaquil,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,Si,PROV-0039,226,139,1,4,3,1,3,Multiple,13,No,No,Residencial,Neblina,No,No,CLON-01,0.82,0,medio
SIN-00531,POL-00066,ASEG-00180,VEH-00364,COND-00364,PROV-0003,Vehiculos,Cristales,2025-06-02,2025-06-02,380,460,380,Anticipo,Machala,Machala,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0003,83,282,0,2,0,0,0,Posterior,12,Si,No,Perimetral,Noche seca,No,No,,0.35,0,normal
SIN-00532,POL-00286,ASEG-00052,VEH-00384,COND-00411,PROV-0026,Vehiculos,Danos Propios,2026-07-20,2026-07-24,7000,3790,5600,Pago Total,Guayaquil Sur,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0026,357,8,4,1,3,1,0,Frontal,8,No,No,Residencial,Noche seca,No,No,,0.31,1,alto
SIN-00533,POL-00468,ASEG-00187,VEH-00365,COND-00405,PROV-0025,Vehiculos,Danos Propios,2025-11-14,2025-11-14,4500,5280,4500,Liquidado,Cuenca,Cuenca,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0025,65,300,0,1,0,0,0,Lateral,5,No,No,Urbana,Neblina,No,No,,0.54,0,normal
SIN-00534,POL-00479,ASEG-00169,VEH-00116,COND-00227,PROV-0041,Vehiculos,Robo Total,2024-06-23,2024-06-24,24090,29140,14460,Pago Parcial,Ambato,Ambato,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0041,285,80,1,5,4,0,2,Robo,16,No aplica,Si,Interprovincial,Neblina,No,No,,0.12,0,normal
SIN-00535,POL-00025,ASEG-00241,VEH-00086,COND-00456,PROV-0033,Vehiculos,Robo Parcial,2023-10-18,2023-10-21,4460,3530,2670,Liquidado,Quito Norte,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,No,PROV-0033,98,267,3,1,1,0,0,Robo,23,No,No aplica,Urbana,Noche lluvia,No,No,,0.33,0,medio
SIN-00536,POL-00377,ASEG-00298,VEH-00185,COND-00305,PROV-0054,Vehiculos,Robo Total,2024-12-27,2025-01-01,8410,8140,5040,Reserva,Guayaquil Sur,Guayaquil,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,Si,PROV-0054,347,18,5,2,3,1,0,Robo,2,Si,No,Residencial,Noche seca,No,No,CLON-01,0.82,0,medio
SIN-00537,POL-00449,ASEG-00255,VEH-00251,COND-00070,PROV-0049,Vehiculos,Choque,2024-01-14,2024-01-16,4370,4980,1750,Reserva,Ambato,Ambato,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0049,31,334,2,0,0,1,0,Posterior,18,Si,No,Parqueadero,Lluvia,No,Si,,0.15,0,normal
SIN-00538,POL-00257,ASEG-00147,VEH-00376,COND-00258,PROV-0055,Vehiculos,Responsabilidad Civil,2025-09-19,2025-09-25,1690,2110,1690,Reserva,Santo Domingo,Santo Domingo,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0055,145,220,6,2,1,0,0,Volcadura,10,Si,Si,Interprovincial,Noche seca,No,No,,0.44,0,normal
SIN-00539,POL-00207,ASEG-00293,VEH-00179,COND-00308,PROV-0058,Vehiculos,Robo Parcial,2024-08-28,2024-08-29,8410,6740,6730,Pago Parcial,Quito Norte,Quito,El vehiculo fue robado cerca del cierre de vigencia y se reporta varios dias despues.,Si,PROV-0058,347,18,1,3,3,3,1,Robo,16,No aplica,No,Perimetral,Noche seca,No,No,CLON-03,0.82,1,medio
SIN-00540,POL-00430,ASEG-00348,,,PROV-0007,Generales,Incendio,2025-04-10,2025-04-20,14670,12480,8800,Pago Parcial,Quito Norte,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0007,11,354,10,1,0,0,0,Multiple,0,Si,Si,Interprovincial,Neblina,No,No,,0.56,0,medio
SIN-00541,POL-00238,ASEG-00144,VEH-00034,COND-00323,PROV-0055,Vehiculos,Choque,2026-04-17,2026-04-20,16600,15600,16600,Reserva,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,No,PROV-0055,189,176,3,1,1,0,0,Frontal,3,Si,Si,Urbana,Neblina,No,No,,0.52,0,normal
SIN-00542,POL-00260,ASEG-00044,VEH-00224,COND-00336,PROV-0029,Vehiculos,Choque,2023-08-12,2023-08-13,2000,1790,800,Negativa,Guayaquil Centro,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0029,120,245,1,0,0,0,0,Lateral,5,No,Si,Residencial,Despejado,No,No,,0.14,0,normal
SIN-00543,POL-00234,ASEG-00184,VEH-00263,COND-00390,PROV-0049,Vehiculos,Danos Propios,2024-09-28,2024-10-01,7400,5500,5920,Pago Parcial,Quito Sur,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0049,157,208,3,5,5,1,0,Robo,2,No,No,Perimetral,Noche lluvia,No,No,,0.2,0,medio
SIN-00544,POL-00298,ASEG-00255,VEH-00073,COND-00343,PROV-0057,Vehiculos,Choque,2026-03-10,2026-03-10,2550,2880,2550,Liquidado,Ambato,Ambato,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0057,130,235,0,2,3,2,1,Multiple,5,Si,No,Residencial,Despejado,No,No,,0.27,0,normal
SIN-00545,POL-00121,ASEG-00152,VEH-00235,COND-00114,PROV-0035,Vehiculos,Choque,2023-06-28,2023-07-01,5260,5380,4210,Liquidado,Cuenca,Cuenca,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0035,145,220,3,2,2,0,0,Frontal,4,No aplica,No,Urbana,Lluvia,No,No,,0.46,0,normal
SIN-00546,POL-00455,ASEG-00019,VEH-00310,COND-00164,PROV-0017,Vehiculos,Responsabilidad Civil,2025-09-07,2025-09-08,6300,5630,0,Reserva,Guayaquil Centro,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0017,255,110,1,0,0,1,0,Lateral,15,Si,No aplica,Interprovincial,Neblina,No,No,,0.5,0,normal
SIN-00547,POL-00477,ASEG-00201,VEH-00022,COND-00033,PROV-0047,Vehiculos,Cristales,2025-06-15,2025-06-16,300,280,180,Cierre Sin Consecuencia,Manta,Manta,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0047,15,350,1,4,1,0,0,Multiple,16,Si,No aplica,Interprovincial,Despejado,No,No,,0.58,0,medio
SIN-00548,POL-00106,ASEG-00055,VEH-00070,COND-00420,PROV-0024,Vehiculos,Cristales,2024-03-19,2024-03-21,1710,1470,1030,Pago Total,Quito Sur,Quito,En la madrugada encontre el vehiculo golpeado y no existen camaras disponibles.,Si,PROV-0024,26,339,2,1,1,2,0,Multiple,17,Si,No,Urbana,Lluvia,No,Si,CLON-02,0.8,0,medio
SIN-00549,POL-00328,ASEG-00281,VEH-00206,COND-00261,PROV-0045,Vehiculos,Danos Propios,2023-12-07,2023-12-08,12160,9280,4870,Liquidado,Quito Centro,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0045,57,308,1,0,0,0,0,Posterior,10,Si,Si,Perimetral,Noche seca,Si,No,,0.22,0,medio
